USERID,VALUE,TRGPROGID,TRGPROG,TRGPROG_NAME
User_41,86.70,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_50,86.70,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_147,86.70,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_39,86.70,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_41,86.70,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_50,86.70,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_147,86.70,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_39,86.70,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_41,86.70,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_50,86.70,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_147,86.70,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_39,86.70,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_41,86.70,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_107,86.76,TSC12_LEADERSHIPANDTEAMWORK,TSC12,LEADERSHIPANDTEAMWORK
User_107,86.76,CCS12_ADAPTIBILITY,CCS12,ADAPTIBILITY
User_96,86.80,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_55,86.80,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_47,86.80,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_46,86.80,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_96,86.80,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_55,86.80,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_47,86.80,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_46,86.80,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_96,86.80,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_55,86.80,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_47,86.80,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_46,86.80,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_96,86.80,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_55,86.80,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_47,86.80,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_46,86.80,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_96,86.80,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_55,86.80,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_47,86.80,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_46,86.80,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_113,86.90,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_113,86.90,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_113,86.90,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_113,86.90,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_113,86.90,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_71,86.91,TSC12_LEADERSHIPANDTEAMWORK,TSC12,LEADERSHIPANDTEAMWORK
User_71,86.91,CCS12_ADAPTIBILITY,CCS12,ADAPTIBILITY
User_22,87.00,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_137,87.00,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_120,87.00,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_32,87.00,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_22,87.00,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_137,87.00,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_120,87.00,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_32,87.00,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_22,87.00,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_137,87.00,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_120,87.00,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_32,87.00,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_22,87.00,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_137,87.00,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_120,87.00,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_32,87.00,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_22,87.00,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_137,87.00,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_120,87.00,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_32,87.00,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_82,87.01,TSC12_LEADERSHIPANDTEAMWORK,TSC12,LEADERSHIPANDTEAMWORK
User_82,87.01,CCS12_ADAPTIBILITY,CCS12,ADAPTIBILITY
User_146,87.05,TSC12_LEADERSHIPANDTEAMWORK,TSC12,LEADERSHIPANDTEAMWORK
User_146,87.05,CCS12_ADAPTIBILITY,CCS12,ADAPTIBILITY
User_43,87.10,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_73,87.10,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_61,87.10,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_82,87.10,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_13,87.10,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_43,87.10,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_73,87.10,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_61,87.10,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_82,87.10,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_13,87.10,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_43,87.10,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_73,87.10,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_61,87.10,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_82,87.10,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_13,87.10,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_43,87.10,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_73,87.10,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_61,87.10,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_82,87.10,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_13,87.10,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_43,87.10,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_73,87.10,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_61,87.10,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_82,87.10,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_13,87.10,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_114,87.20,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_150,87.20,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_93,87.20,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_114,87.20,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_150,87.20,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_93,87.20,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_114,87.20,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_150,87.20,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_93,87.20,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_114,87.20,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_150,87.20,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_93,87.20,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_114,87.20,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_150,87.20,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_93,87.20,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_115,87.30,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_115,87.30,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_115,87.30,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_115,87.30,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_115,87.30,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_06,87.40,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_35,87.40,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_121,87.40,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_132,87.40,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_06,87.40,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_35,87.40,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_121,87.40,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_132,87.40,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_06,87.40,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_35,87.40,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_121,87.40,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_132,87.40,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_06,87.40,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_35,87.40,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_121,87.40,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_132,87.40,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_06,87.40,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_35,87.40,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_121,87.40,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_132,87.40,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_120,87.46,TSC12_LEADERSHIPANDTEAMWORK,TSC12,LEADERSHIPANDTEAMWORK
User_120,87.46,CCS12_ADAPTIBILITY,CCS12,ADAPTIBILITY
User_112,87.50,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_112,87.50,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_143,87.50,TSC07_RESOURCEMANAGEMENT,TSC07,RESOURCEMANAGEMENT
User_03,87.50,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_02,87.50,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_113,87.50,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_112,87.50,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_41,87.50,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_42,87.50,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_143,87.50,TSC11_STRATEGICPLANNINGANDIMPLEMENTATION,TSC11,STRATEGICPLANNINGANDIMPLEMENTATION
User_112,87.50,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_112,87.50,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_143,87.50,CCS07_COLLABORATION,CCS07,COLLABORATION
User_03,87.50,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_02,87.50,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_113,87.50,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_112,87.50,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_41,87.50,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_42,87.50,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_143,87.50,CCS11_INFLUENCE,CCS11,INFLUENCE
User_112,87.50,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_20,87.60,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_56,87.60,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_20,87.60,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_56,87.60,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_20,87.60,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_56,87.60,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_20,87.60,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_56,87.60,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_20,87.60,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_56,87.60,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_95,87.64,TSC12_LEADERSHIPANDTEAMWORK,TSC12,LEADERSHIPANDTEAMWORK
User_95,87.64,CCS12_ADAPTIBILITY,CCS12,ADAPTIBILITY
User_33,87.80,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_14,87.80,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_33,87.80,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_14,87.80,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_33,87.80,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_14,87.80,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_33,87.80,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_14,87.80,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_33,87.80,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_14,87.80,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_77,88.10,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_149,88.10,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_77,88.10,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_149,88.10,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_77,88.10,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_149,88.10,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_77,88.10,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_149,88.10,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_77,88.10,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_149,88.10,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_131,88.20,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_145,88.20,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_116,88.20,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_131,88.20,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_145,88.20,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_116,88.20,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_131,88.20,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_145,88.20,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_116,88.20,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_131,88.20,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_145,88.20,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_116,88.20,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_131,88.20,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_145,88.20,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_116,88.20,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_25,88.30,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_25,88.30,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_25,88.30,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_25,88.30,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_25,88.30,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_28,88.40,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_127,88.40,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_135,88.40,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_28,88.40,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_127,88.40,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_135,88.40,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_28,88.40,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_127,88.40,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_135,88.40,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_28,88.40,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_127,88.40,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_135,88.40,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_28,88.40,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_127,88.40,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_135,88.40,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_103,88.50,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_141,88.50,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_103,88.50,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_141,88.50,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_103,88.50,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_141,88.50,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_103,88.50,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_141,88.50,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_103,88.50,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_141,88.50,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_113,88.53,TSC12_LEADERSHIPANDTEAMWORK,TSC12,LEADERSHIPANDTEAMWORK
User_113,88.53,CCS12_ADAPTIBILITY,CCS12,ADAPTIBILITY
User_44,88.60,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_69,88.60,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_44,88.60,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_69,88.60,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_145,88.60,TSC07_RESOURCEMANAGEMENT,TSC07,RESOURCEMANAGEMENT
User_44,88.60,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_115,88.60,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_05,88.60,TSC09_TECHNICALWRITINGANDCOMMUNICATION,TSC09,TECHNICALWRITINGANDCOMMUNICATION
User_145,88.60,TSC11_STRATEGICPLANNINGANDIMPLEMENTATION,TSC11,STRATEGICPLANNINGANDIMPLEMENTATION
User_44,88.60,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_69,88.60,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_44,88.60,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_69,88.60,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_145,88.60,CCS07_COLLABORATION,CCS07,COLLABORATION
User_44,88.60,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_115,88.60,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_05,88.60,CCS09_CUSTOMERORIENTATION,CCS09,CUSTOMERORIENTATION
User_145,88.60,CCS11_INFLUENCE,CCS11,INFLUENCE
User_44,88.60,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_69,88.60,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_36,88.70,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_92,88.70,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_36,88.70,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_92,88.70,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_36,88.70,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_92,88.70,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_36,88.70,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_92,88.70,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_36,88.70,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_92,88.70,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_71,88.80,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_31,88.80,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_71,88.80,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_31,88.80,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_71,88.80,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_31,88.80,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_71,88.80,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_31,88.80,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_71,88.80,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_31,88.80,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_76,88.89,TSC12_LEADERSHIPANDTEAMWORK,TSC12,LEADERSHIPANDTEAMWORK
User_13,88.89,TSC12_LEADERSHIPANDTEAMWORK,TSC12,LEADERSHIPANDTEAMWORK
User_18,88.89,TSC12_LEADERSHIPANDTEAMWORK,TSC12,LEADERSHIPANDTEAMWORK
User_76,88.89,CCS12_ADAPTIBILITY,CCS12,ADAPTIBILITY
User_13,88.89,CCS12_ADAPTIBILITY,CCS12,ADAPTIBILITY
User_18,88.89,CCS12_ADAPTIBILITY,CCS12,ADAPTIBILITY
User_64,88.90,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
User_64,88.90,TSC06_HEALTHPROMOTIONANDEDUCATION,TSC06,HEALTHPROMOTIONANDEDUCATION
User_64,88.90,CCS03_PROBLEMSOLVING,CCS03,PROBLEMSOLVING
User_64,88.90,CCS06_BUILDINGINCLUSIVITY,CCS06,BUILDINGINCLUSIVITY
User_64,88.90,CCS16_SELFMANAGEMENT,CCS16,SELFMANAGEMENT
User_133,89.00,TSC03_COMMUNITYENGAGEMENT,TSC03,COMMUNITYENGAGEMENT
